# MANUALLY REVIEWED - project field declarations at dafd1048; AST extraction supplies coverage, not semantic verdicts.
declaration	record	field	datatype	verdict	finding	evidence	note
include/kf/open_render.h:86	KfGraphicsRuntimeOpen	floor_item_state	KfFloorItemStateOpen	aggregate		include/kf/open_render.h:86;src/open/entity_render.c:182;src/open/entity_render.c:183;src/open/entity_render.c:184;src/open/entity_render.c:185;src/open/entity_render.c:186;src/open/entity_render.c:187;src/open/entity_render.c:188;src/open/item.c:13;src/open/item.c:16;src/open/item.c:19;src/open/opening_scenes.c:778;src/open/opening_scenes.c:779;src/open/opening_scenes.c:780;src/open/opening_scenes.c:860;src/open/opening_scenes.c:861;src/open/opening_scenes.c:862;src/open/opening_scenes.c:863;src/open/opening_scenes.c:864;src/open/opening_scenes.c:865;src/open/render_init.c:61;src/open/render_init.c:97;src/open/render_init.c:100;src/open/render_sprite.c:36;src/open/render_sprite.c:37;src/open/render_sprite.c:47;src/open/render_sprite.c:51;src/open/render_unlit.c:54;src/open/render_unlit.c:55;src/open/render_unlit.c:56	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:87	KfGraphicsRuntimeOpen	DAT_8006e040	u32	unresolved		include/kf/open_render.h:87;src/open/render.c:29	Current reconstructed code only clears this field; a zero store does not prove a closed selector domain.
include/kf/open_render.h:88	KfGraphicsRuntimeOpen	DAT_8006e044	u32	unresolved		include/kf/open_render.h:88;src/open/render.c:28	Current reconstructed code only clears this field; a zero store does not prove a closed selector domain.
include/kf/open_render.h:89	KfGraphicsRuntimeOpen	render_state	KfRenderStateOpen	aggregate		include/kf/open_render.h:89;src/open/entity_render.c:48;src/open/entity_render.c:49;src/open/entity_render.c:50;src/open/entity_render.c:51;src/open/entity_render.c:52;src/open/entity_render.c:60;src/open/entity_render.c:61;src/open/entity_render.c:121;src/open/entity_render.c:122;src/open/entity_render.c:123;src/open/entity_render.c:124;src/open/entity_render.c:125;src/open/entity_render.c:132;src/open/entity_render.c:136;src/open/entity_render.c:154;src/open/entity_render.c:155;src/open/matrix.c:58;src/open/matrix.c:65;src/open/opening_scenes.c:718;src/open/render.c:75;src/open/render.c:76;src/open/render.c:77;src/open/render.c:80;src/open/render.c:82;src/open/render.c:85;src/open/render.c:86;src/open/render_init.c:65;src/open/render_init.c:67;src/open/render_init.c:69;src/open/render_init.c:71;src/open/render_init.c:72;src/open/render_init.c:73;src/open/render_init.c:74;src/open/render_init.c:75;src/open/render_init.c:76;src/open/render_init.c:77;src/open/render_init.c:78;src/open/render_init.c:79;src/open/render_init.c:80;src/open/render_init.c:82;src/open/render_init.c:83;src/open/render_init.c:86;src/open/render_init.c:87;src/open/render_init.c:90;src/open/render_init.c:91;src/open/render_init.c:94;src/open/render_init.c:95;src/open/render_init.c:162;src/open/render_map_cells.c:30;src/open/render_map_cells.c:44;src/open/render_map_cells.c:45;src/open/render_map_cells.c:48;src/open/render_map_cells.c:49;src/open/render_map_cells.c:69;src/open/render_map_cells.c:72;src/open/render_map_cells.c:73	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:90	KfGraphicsRuntimeOpen	light_quadrant_matrices	MATRIX[4]	aggregate		include/kf/open_render.h:90;src/open/render_init.c:84;src/open/render_init.c:88;src/open/render_init.c:92;src/open/render_init.c:96;src/open/render_map_cells.c:52	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:91	KfGraphicsRuntimeOpen	active_cell_window	const KfCellWindow *	pointer		include/kf/open_render.h:91;src/open/entity_render.c:153;src/open/entity_render.c:167;src/open/entity_render.c:190;src/open/render_map_cells.c:67;src/open/render_map_cells.c:71;src/open/render_map_cells.c:72;src/open/render_map_cells.c:73;src/open/render_map_cells.c:76;src/open/render_map_cells.c:80;src/open/render_map_cells.c:90	Address or pointer table; not a finite selector.
include/kf/open_render.h:92	KfGraphicsRuntimeOpen	tmd_projection_shift	s16	numeric		include/kf/open_render.h:92;src/open/opening_scenes.c:773;src/open/render.c:241;src/open/render.c:263;src/open/render_init.c:164	Shift count applied to perspective values by left/right shift; quantitative projection scaling.
include/kf/open_render.h:93	KfGraphicsRuntimeOpen	unknown_24786	u8[2]	unresolved		include/kf/open_render.h:93	unclassified interval within the independently cleared region
include/kf/open_resources.h:34	KfOpeningEntity	object_id	KfOpeningModelId	typed_enum		include/kf/open_resources.h:34;src/open/entity_render.c:66;src/open/entity_render.c:68;src/open/entity_render.c:166;src/open/opening_entity_pool.c:16;src/open/opening_entity_pool.c:31;src/open/opening_entity_pool.c:33;src/open/opening_entity_pool.c:36;src/open/opening_entity_pool.c:56;src/open/opening_entity_pool.c:59;src/open/opening_render_entities.c:16;src/open/opening_scenes.c:410;src/open/opening_scenes.c:456;src/open/opening_scenes.c:763;src/open/opening_scenes.c:834;src/open/opening_scenes.c:836;src/open/opening_scenes.c:859	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/open_resources.h:35	KfOpeningEntity	unknown_01	u8	unresolved		include/kf/open_resources.h:35	meaning unresolved
include/kf/open_resources.h:36	KfOpeningEntity	cell_x	u16	numeric		include/kf/open_resources.h:36;src/open/entity_render.c:171;src/open/opening_entity_pool.c:60	map cell x copied from the placement record
include/kf/open_resources.h:37	KfOpeningEntity	cell_z	u16	numeric		include/kf/open_resources.h:37;src/open/entity_render.c:169;src/open/opening_entity_pool.c:61	map cell z copied from the placement record
include/kf/open_resources.h:38	KfOpeningEntity	unknown_06	u8[2]	unresolved		include/kf/open_resources.h:38	meaning unresolved
include/kf/open_resources.h:39	KfOpeningEntity	position	VECTOR	aggregate		include/kf/open_resources.h:39;src/open/entity_render.c:50;src/open/entity_render.c:51;src/open/entity_render.c:52;src/open/opening_entity_pool.c:65;src/open/opening_entity_pool.c:67;src/open/opening_entity_pool.c:73;src/open/opening_entity_pool.c:78;src/open/opening_scenes.c:95;src/open/opening_scenes.c:411;src/open/opening_scenes.c:762;src/open/opening_scenes.c:831;src/open/opening_scenes.c:832	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_resources.h:40	KfOpeningEntity	rotation	struct KfEulerAngles	aggregate		include/kf/open_resources.h:40;src/open/entity_render.c:55;src/open/entity_render.c:78;src/open/entity_render.c:82;src/open/opening_entity_pool.c:62;src/open/opening_entity_pool.c:63;src/open/opening_entity_pool.c:64;src/open/opening_scenes.c:215;src/open/opening_scenes.c:216;src/open/opening_scenes.c:223;src/open/opening_scenes.c:226;src/open/opening_scenes.c:227;src/open/opening_scenes.c:412;src/open/opening_scenes.c:413;src/open/opening_scenes.c:414;src/open/opening_scenes.c:439;src/open/opening_scenes.c:440;src/open/opening_scenes.c:492;src/open/opening_scenes.c:493;src/open/opening_scenes.c:511;src/open/opening_scenes.c:512;src/open/opening_scenes.c:513;src/open/opening_scenes.c:599;src/open/opening_scenes.c:600;src/open/opening_scenes.c:629;src/open/opening_scenes.c:630;src/open/opening_scenes.c:631;src/open/opening_scenes.c:858	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_resources.h:41	KfOpeningEntity	unknown_1e	u16	unresolved		include/kf/open_resources.h:41	meaning unresolved
include/kf/open_resources.h:42	KfOpeningEntity	scale	SVECTOR	aggregate		include/kf/open_resources.h:42;src/open/entity_render.c:56;src/open/entity_render.c:57;src/open/entity_render.c:58;src/open/opening_entity_pool.c:69;src/open/opening_entity_pool.c:70;src/open/opening_entity_pool.c:71;src/open/opening_scenes.c:415;src/open/opening_scenes.c:416;src/open/opening_scenes.c:417;src/open/opening_scenes.c:432;src/open/opening_scenes.c:435	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_resources.h:46	KfOpeningEntityState	entities	KfOpeningEntity[32]	aggregate		include/kf/open_resources.h:46;src/open/entity_render.c:164;src/open/opening_entity_pool.c:12;src/open/opening_entity_pool.c:48;src/open/opening_render_entities.c:13;src/open/opening_scenes.c:212;src/open/opening_scenes.c:214;src/open/opening_scenes.c:403;src/open/opening_scenes.c:428;src/open/opening_scenes.c:453;src/open/opening_scenes.c:489;src/open/opening_scenes.c:491;src/open/opening_scenes.c:596;src/open/opening_scenes.c:598;src/open/opening_scenes.c:759;src/open/opening_scenes.c:761	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_resources.h:47	KfOpeningEntityState	unknown_500	u8[10]	unresolved		include/kf/open_resources.h:47	unreferenced gap between the records and controls
include/kf/open_resources.h:48	KfOpeningEntityState	unknown_control_50a	u16	unresolved		include/kf/open_resources.h:48;src/open/opening_entity_pool.c:22	Current reconstructed code only clears this field; a zero store does not prove a closed selector domain.
include/kf/open_resources.h:49	KfOpeningEntityState	unknown_control_50c	u16	unresolved		include/kf/open_resources.h:49;src/open/opening_entity_pool.c:21	Current reconstructed code only clears this field; a zero store does not prove a closed selector domain.
include/kf/open_resources.h:50	KfOpeningEntityState	unknown_control_50e	u16	unresolved		include/kf/open_resources.h:50;src/open/opening_entity_pool.c:20	Current reconstructed code only clears this field; a zero store does not prove a closed selector domain.
include/kf/pool.h:28	KfPoolRecord	state	KfAnimationCacheState	typed_enum		include/kf/pool.h:28;src/game/pool.c:203;src/game/pool.c:214;src/game/pool.c:227;src/game/pool.c:228;src/game/pool.c:237;src/game/pool.c:257;src/game/pool.c:276;src/game/pool.c:290	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/pool.h:29	KfPoolRecord	asset_index	u16	numeric		include/kf/pool.h:29;src/game/pool.c:107;src/game/pool.c:120	registry index used to detect an instance asset change
include/kf/pool.h:30	KfPoolRecord	clip_index	KfEnumStorage<KfAnimationClip, u16>	typed_enum		include/kf/pool.h:30;src/game/pool.c:124;src/game/pool.c:158;src/game/pool.c:185;src/game/pool.c:291	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/pool.h:31	KfPoolRecord	keyframe_index	u16	numeric		include/kf/pool.h:31;src/game/pool.c:158;src/game/pool.c:186	cached keyframe index compared with the binder selection
include/kf/pool.h:32	KfPoolRecord	rest_morph	struct KfMorphObject *	pointer		include/kf/pool.h:32;src/game/pool.c:181;src/game/pool.c:190	Address or pointer table; not a finite selector.
include/kf/pool.h:33	KfPoolRecord	cached_vertices	KfPackedSVector *	pointer		include/kf/pool.h:33;src/game/pool.c:110;src/game/pool.c:112;src/game/pool.c:166;src/game/pool.c:176;src/game/pool.c:188;src/game/pool.c:215;src/game/pool.c:239;src/game/pool.c:240;src/game/pool.c:241	Address or pointer table; not a finite selector.
include/kf/pool.h:34	KfPoolRecord	owner_slot	struct KfPoolRecord **	pointer		include/kf/pool.h:34;src/game/pool.c:108;src/game/pool.c:238	Address or pointer table; not a finite selector.
include/kf/psyq_kernel.h:18	EXEC	pc0	unsigned long	sdk_abi		include/kf/psyq_kernel.h:18	SDK executable context address/size/register word; preserve authentic SDK ABI.
include/kf/psyq_kernel.h:19	EXEC	gp0	unsigned long	sdk_abi		include/kf/psyq_kernel.h:19	SDK executable context address/size/register word; preserve authentic SDK ABI.
include/kf/psyq_kernel.h:20	EXEC	t_addr	unsigned long	sdk_abi		include/kf/psyq_kernel.h:20	SDK executable context address/size/register word; preserve authentic SDK ABI.
include/kf/psyq_kernel.h:21	EXEC	t_size	unsigned long	sdk_abi		include/kf/psyq_kernel.h:21	SDK executable context address/size/register word; preserve authentic SDK ABI.
include/kf/psyq_kernel.h:22	EXEC	d_addr	unsigned long	sdk_abi		include/kf/psyq_kernel.h:22	SDK executable context address/size/register word; preserve authentic SDK ABI.
include/kf/psyq_kernel.h:23	EXEC	d_size	unsigned long	sdk_abi		include/kf/psyq_kernel.h:23	SDK executable context address/size/register word; preserve authentic SDK ABI.
include/kf/psyq_kernel.h:24	EXEC	b_addr	unsigned long	sdk_abi		include/kf/psyq_kernel.h:24	SDK executable context address/size/register word; preserve authentic SDK ABI.
include/kf/psyq_kernel.h:25	EXEC	b_size	unsigned long	sdk_abi		include/kf/psyq_kernel.h:25	SDK executable context address/size/register word; preserve authentic SDK ABI.
include/kf/psyq_kernel.h:26	EXEC	s_addr	unsigned long	sdk_abi		include/kf/psyq_kernel.h:26;src/psx/main.c:32;src/psx/main.c:40	SDK executable context address/size/register word; preserve authentic SDK ABI.
include/kf/psyq_kernel.h:27	EXEC	s_size	unsigned long	sdk_abi		include/kf/psyq_kernel.h:27;src/psx/main.c:33;src/psx/main.c:41	SDK executable context address/size/register word; preserve authentic SDK ABI.
include/kf/psyq_kernel.h:28	EXEC	sp	unsigned long	sdk_abi		include/kf/psyq_kernel.h:28	SDK executable context address/size/register word; preserve authentic SDK ABI.
include/kf/psyq_kernel.h:29	EXEC	fp	unsigned long	sdk_abi		include/kf/psyq_kernel.h:29	SDK executable context address/size/register word; preserve authentic SDK ABI.
include/kf/psyq_kernel.h:30	EXEC	gp	unsigned long	sdk_abi		include/kf/psyq_kernel.h:30	SDK executable context address/size/register word; preserve authentic SDK ABI.
include/kf/psyq_kernel.h:31	EXEC	ret	unsigned long	sdk_abi		include/kf/psyq_kernel.h:31	SDK executable context address/size/register word; preserve authentic SDK ABI.
include/kf/psyq_kernel.h:32	EXEC	base	unsigned long	sdk_abi		include/kf/psyq_kernel.h:32	SDK executable context address/size/register word; preserve authentic SDK ABI.
include/kf/render_types.h:79	KfScreenRect	x	u16	numeric		include/kf/render_types.h:79;src/game/sprite_add_ft4.c:15;src/game/sprite_add_ft4.c:17;src/game/sprite_add_ft4.c:19;src/game/sprite_add_ft4.c:21;src/open/opening_render.c:27;src/open/opening_render.c:29;src/open/opening_render.c:31;src/open/opening_render.c:33;src/open/sprite_add_ft4.c:14;src/open/sprite_add_ft4.c:16;src/open/sprite_add_ft4.c:18;src/open/sprite_add_ft4.c:20;src/open/sprite_add_ft4.c:46;src/open/sprite_add_ft4.c:48;src/open/sprite_add_ft4.c:50;src/open/sprite_add_ft4.c:52	screen X origin
